region,rubric,count,rank
Тюменская область,Парк культуры и отдыха,16,9.0
Тюменский район,Кафе,21,1.0
Тюменский район,Железнодорожный вокзал,11,2.0
Тюменский район,Салон красоты,11,3.0
Тюменский район,Гостиница,9,4.0
Тюменский район,Ресторан,9,5.0
Тюменский район,Турбаза,7,6.0
Тюменский район,"Бар, паб",6,7.0
Тюменский район,Барбершоп,6,8.0
Тюменский район,Парикмахерская,6,9.0
Тюмень,Кафе,278,1.0
Тюмень,Ресторан,277,2.0
Тюмень,Гостиница,216,3.0
Тюмень,Салон красоты,105,4.0
Тюмень,Быстрое питание,102,5.0
Тюмень,"Бар, паб",99,6.0
Тюмень,Магазин продуктов,90,7.0
Тюмень,Супермаркет,85,8.0
Тюмень,"Автосервис, автотехцентр",74,9.0
Удмуртская Республика,Кафе,302,1.0
Удмуртская Республика,Ресторан,259,2.0
Удмуртская Республика,Гостиница,233,3.0
Удмуртская Республика,Супермаркет,114,4.0
Удмуртская Республика,Магазин продуктов,105,5.0
Удмуртская Республика,"Бар, паб",87,6.0
Удмуртская Республика,Салон красоты,76,7.0
Удмуртская Республика,Быстрое питание,67,8.0
Удмуртская Республика,"Автосервис, автотехцентр",65,9.0
Ульяновск,Кафе,220,1.0
Ульяновск,Ресторан,218,2.0
Ульяновск,Гостиница,156,3.0
Ульяновск,Магазин продуктов,94,4.0
Ульяновск,Супермаркет,78,5.0
Ульяновск,"Бар, паб",70,6.0
Ульяновск,Салон красоты,58,7.0
Ульяновск,Быстрое питание,57,8.0
Ульяновск,Ногтевая студия,47,9.0
Ульяновская область,Кафе,57,1.0
Ульяновская область,Ресторан,42,2.0
Ульяновская область,Гостиница,36,3.0
Ульяновская область,Салон красоты,23,4.0
Ульяновская область,Супермаркет,23,5.0
Ульяновская область,Магазин продуктов,17,6.0
Ульяновская область,Доставка еды и обедов,15,7.0
Ульяновская область,Ногтевая студия,15,8.0
Ульяновская область,Парикмахерская,12,9.0
Ульяновский район,Торговый центр,4,1.0
Ульяновский район,Кафе,3,2.0
Ульяновский район,Контактные линзы,3,3.0
Ульяновский район,Коррекция зрения,3,4.0
Ульяновский район,Оздоровительный центр,3,5.0
Ульяновский район,Салон оптики,3,6.0
Ульяновский район,Гостиница,2,7.0
Ульяновский район,Супермаркет,2,8.0
Ульяновский район,"База, дом отдыха",1,9.0
Уфа,Кафе,4,1.0
Уфа,Ресторан,4,2.0
Уфа,Банкетный зал,3,3.0
Уфа,Супермаркет,3,4.0
Уфа,Автомойка,2,5.0
Уфа,Гостиница,2,6.0
Уфа,Спортивная база,2,7.0
Уфа,Выкуп автомобилей,1,8.0
Уфа,Детейлинг,1,9.0
Хабаровск,Кафе,196,1.0
Хабаровск,Ресторан,146,2.0
Хабаровск,Гостиница,123,3.0
Хабаровск,Магазин продуктов,64,4.0
Хабаровск,Супермаркет,60,5.0
Хабаровск,"Бар, паб",54,6.0
Хабаровск,Салон красоты,53,7.0
Хабаровск,Быстрое питание,52,8.0
Хабаровск,Музей,47,9.0
Хабаровский край,Ресторан,47,1.0
Хабаровский край,Кафе,44,2.0
Хабаровский край,Гостиница,24,3.0
Хабаровский край,"Бар, паб",22,4.0
Хабаровский край,Супермаркет,21,5.0
Хабаровский край,Магазин продуктов,19,6.0
Хабаровский край,Салон красоты,16,7.0
Хабаровский край,Доставка еды и обедов,13,8.0
Хабаровский край,Ногтевая студия,13,9.0
Хабаровский район,Гостиница,5,1.0
Хабаровский район,Кафе,3,2.0
Хабаровский район,Салон красоты,3,3.0
Хабаровский район,Автомойка,2,4.0
Хабаровский район,Барбершоп,2,5.0
Хабаровский район,Жалюзи и рулонные шторы,2,6.0
Хабаровский район,Парикмахерская,2,7.0
Хабаровский район,Ресторан,2,8.0
Хабаровский район,"Шторы, карнизы",2,9.0
Ханты-Мансийск,Ресторан,28,1.0
Ханты-Мансийск,Кафе,21,2.0
Ханты-Мансийск,Гостиница,16,3.0
Ханты-Мансийск,Быстрое питание,14,4.0
Ханты-Мансийск,Торговый центр,9,5.0
Ханты-Мансийск,Салон красоты,8,6.0
Ханты-Мансийск,"Бар, паб",7,7.0
Ханты-Мансийск,"База, дом отдыха",6,8.0
Ханты-Мансийск,Косметология,6,9.0
Ханты-Мансийский АО,Пекарня,2,1.0
Ханты-Мансийский АО,АЗС,1,2.0
Ханты-Мансийский АО,"Бетон, бетонные изделия",1,3.0
Ханты-Мансийский АО,Быстрое питание,1,4.0
Ханты-Мансийский АО,Гостиница,1,5.0
Ханты-Мансийский АО,Кафе,1,6.0
Ханты-Мансийский АО,Косметология,1,7.0
Ханты-Мансийский АО,Лакокрасочные материалы,1,8.0
Ханты-Мансийский АО,Магазин алкогольных напитков,1,9.0
Ханты-Мансийский автономный округ,Кафе,178,1.0
Ханты-Мансийский автономный округ,Ресторан,162,2.0
Ханты-Мансийский автономный округ,Гостиница,141,3.0
Ханты-Мансийский автономный округ,Супермаркет,77,4.0
Ханты-Мансийский автономный округ,Магазин продуктов,71,5.0
Ханты-Мансийский автономный округ,Салон красоты,64,6.0
Ханты-Мансийский автономный округ,Быстрое питание,63,7.0
Ханты-Мансийский автономный округ,"Бар, паб",57,8.0
Ханты-Мансийский автономный округ,Ногтевая студия,45,9.0
Чебоксары,Автошкола,1,1.0
Чебоксары,Доставка цветов и букетов,1,2.0
Чебоксары,Кафе,1,3.0
Чебоксары,Косметология,1,4.0
Чебоксары,Котлы и котельное оборудование,1,5.0
Чебоксары,Курьерские услуги,1,6.0
Чебоксары,Магазин цветов,1,7.0
Чебоксары,Монтаж и обслуживание систем водоснабжения и канализации,1,8.0
Чебоксары,Мотошкола,1,9.0
Челябинск,Кафе,411,1.0
Челябинск,Ресторан,392,2.0
Челябинск,Гостиница,298,3.0
Челябинск,Супермаркет,144,4.0
Челябинск,"Бар, паб",141,5.0
Челябинск,Магазин продуктов,139,6.0
Челябинск,Быстрое питание,104,7.0
Челябинск,Салон красоты,101,8.0
Челябинск,Доставка еды и обедов,96,9.0
Челябинская обл.,Жилой комплекс,2,1.0
Челябинская обл.,Салон красоты,2,2.0
Челябинская обл.,Автомойка,1,3.0
Челябинская обл.,"Автосервис, автотехцентр",1,4.0
Челябинская обл.,Детейлинг,1,5.0
Челябинская обл.,Изготовление и монтаж зеркал,1,6.0
Челябинская обл.,Колледж,1,7.0
Челябинская обл.,Кондитерская,1,8.0
Челябинская обл.,Кондитерские изделия оптом,1,9.0
Челябинская область,Кафе,275,1.0
Челябинская область,Ресторан,274,2.0
Челябинская область,Гостиница,215,3.0
Челябинская область,Магазин продуктов,101,4.0
Челябинская область,Супермаркет,96,5.0
Челябинская область,"Бар, паб",76,6.0
Челябинская область,Быстрое питание,76,7.0
Челябинская область,Салон красоты,75,8.0
Челябинская область,Доставка еды и обедов,68,9.0
Чеченская Республика,Ресторан,46,1.0
Чеченская Республика,Кафе,38,2.0
Чеченская Республика,Гостиница,33,3.0
Чеченская Республика,Супермаркет,18,4.0
Чеченская Республика,Салон красоты,17,5.0
Чеченская Республика,Косметология,14,6.0
Чеченская Республика,Магазин продуктов,14,7.0
Чеченская Республика,Пиццерия,13,8.0
Чеченская Республика,Кофейня,12,9.0
Чувашская Республика,Кафе,282,1.0
Чувашская Республика,Ресторан,282,2.0
Чувашская Республика,Гостиница,196,3.0
Чувашская Республика,"Бар, паб",103,4.0
Чувашская Республика,Салон красоты,93,5.0
Чувашская Республика,Магазин продуктов,86,6.0
Чувашская Республика,Супермаркет,82,7.0
Чувашская Республика,Быстрое питание,75,8.0
Чувашская Республика,Пиццерия,71,9.0
Чукотский автономный округ,Кафе,3,1.0
Чукотский автономный округ,Быстрое питание,1,2.0
Чукотский автономный округ,Веломагазин,1,3.0
Чукотский автономный округ,Гостиница,1,4.0
Чукотский автономный округ,Детейлинг,1,5.0
Чукотский автономный округ,Кондитерская,1,6.0
Чукотский автономный округ,Кофейня,1,7.0
Чукотский автономный округ,Кузовной ремонт,1,8.0
Чукотский автономный округ,Магазин алкогольных напитков,1,9.0
Ямало-Ненецкий автономный округ,Ресторан,79,1.0
Ямало-Ненецкий автономный округ,Гостиница,63,2.0
Ямало-Ненецкий автономный округ,Кафе,59,3.0
Ямало-Ненецкий автономный округ,"Бар, паб",32,4.0
Ямало-Ненецкий автономный округ,Супермаркет,28,5.0
Ямало-Ненецкий автономный округ,Салон красоты,27,6.0
Ямало-Ненецкий автономный округ,Магазин продуктов,26,7.0
Ямало-Ненецкий автономный округ,Быстрое питание,19,8.0
Ямало-Ненецкий автономный округ,Ногтевая студия,19,9.0
Ярославль,Кафе,417,1.0
Ярославль,Ресторан,412,2.0
Ярославль,Гостиница,328,3.0
Ярославль,Магазин продуктов,164,4.0
Ярославль,"Бар, паб",145,5.0
Ярославль,Супермаркет,139,6.0
Ярославль,Быстрое питание,111,7.0
Ярославль,Салон красоты,106,8.0
Ярославль,Банкетный зал,94,9.0
Ярославская обл.,Автомойка,2,1.0
Ярославская обл.,Детейлинг,2,2.0
Ярославская обл.,Кафе,2,3.0
Ярославская обл.,Ресторан,2,4.0
Ярославская обл.,Тонирование автостёкол,2,5.0
Ярославская обл.,"Бар, паб",1,6.0
Ярославская обл.,Бизнес-школа,1,7.0
Ярославская обл.,Вещевой рынок,1,8.0
Ярославская обл.,Компьютерный магазин,1,9.0
Ярославская область,Ресторан,283,1.0
Ярославская область,Кафе,262,2.0
Ярославская область,Гостиница,184,3.0
Ярославская область,Доставка еды и обедов,94,4.0
Ярославская область,Магазин продуктов,89,5.0
Ярославская область,Супермаркет,84,6.0
Ярославская область,"Бар, паб",72,7.0
Ярославская область,Салон красоты,66,8.0
Ярославская область,Быстрое питание,64,9.0
Ярославский район,Кафе,33,1.0
Ярославский район,Ресторан,30,2.0
Ярославский район,Гостиница,15,3.0
Ярославский район,Магазин продуктов,10,4.0
Ярославский район,Кофейня,9,5.0
Ярославский район,Салон красоты,9,6.0
Ярославский район,Супермаркет,9,7.0
Ярославский район,Банкетный зал,8,8.0
Ярославский район,"Медцентр, клиника",8,9.0
г. Москва,Товары для здоровья,2,1.0
г. Москва,АЗС,1,2.0
г. Москва,Автомойка,1,3.0
г. Москва,Аптека,1,4.0
г. Москва,Банкетный зал,1,5.0
г. Москва,Кафе,1,6.0
г. Москва,Кофе с собой,1,7.0
г. Москва,Кофейня,1,8.0
г. Москва,Магазин медицинских товаров,1,9.0
городской округ Брянск,Кафе,6,1.0
городской округ Брянск,Гостиница,5,2.0
городской округ Брянск,Супермаркет,5,3.0
городской округ Брянск,Магазин продуктов,3,4.0
городской округ Брянск,Музей,3,5.0
городской округ Брянск,Железнодорожный вокзал,2,6.0
городской округ Брянск,Логопеды,2,7.0
городской округ Брянск,Магазин верхней одежды,2,8.0
городской округ Брянск,Магазин одежды,2,9.0
городской округ Владимир,Парикмахерская,4,1.0
городской округ Владимир,Салон красоты,4,2.0
городской округ Владимир,Гостиница,3,3.0
городской округ Владимир,Торговый центр,3,4.0
городской округ Владимир,Аэропорт,2,5.0
городской округ Владимир,"Бар, паб",2,6.0
городской округ Владимир,Кондиционеры,2,7.0
городской округ Владимир,Ногтевая студия,2,8.0
городской округ Владимир,Системы вентиляции,2,9.0
городской округ Волгоград,Кафе,9,1.0
городской округ Волгоград,Гостиница,5,2.0
городской округ Волгоград,Ногтевая студия,5,3.0
городской округ Волгоград,Ресторан,5,4.0
городской округ Волгоград,Салон красоты,5,5.0
городской округ Волгоград,Кофейня,4,6.0
городской округ Волгоград,Массажный салон,4,7.0
городской округ Волгоград,Супермаркет,4,8.0
городской округ Волгоград,Товары для дома,4,9.0
городской округ Воронеж,Ресторан,20,1.0
городской округ Воронеж,Кафе,18,2.0
городской округ Воронеж,Быстрое питание,10,3.0
городской округ Воронеж,Гостиница,5,4.0
городской округ Воронеж,Аптека,4,5.0
городской округ Воронеж,Доставка еды и обедов,4,6.0
городской округ Воронеж,Караоке-клуб,4,7.0
городской округ Воронеж,Банкетный зал,3,8.0
городской округ Воронеж,Дополнительное образование,3,9.0
городской округ Иваново,Ресторан,7,1.0
городской округ Иваново,"Бар, паб",5,2.0
городской округ Иваново,Гостиница,5,3.0
городской округ Иваново,Супермаркет,4,4.0
городской округ Иваново,Магазин продуктов,3,5.0
городской округ Иваново,"Медцентр, клиника",2,6.0
городской округ Иваново,Аптека,1,7.0
городской округ Иваново,Быстрое питание,1,8.0
городской округ Иваново,Вейп-шоп,1,9.0
городской округ Калуга,Кафе,6,1.0
городской округ Калуга,Супермаркет,4,2.0
городской округ Калуга,Гостиница,3,3.0
городской округ Калуга,Пункт выдачи,3,4.0
городской округ Калуга,Ресторан,3,5.0
городской округ Калуга,Быстрое питание,2,6.0
городской округ Калуга,Магазин продуктов,2,7.0
городской округ Калуга,Аптека,1,8.0
городской округ Калуга,Банк,1,9.0
городской округ Краснодар,Доставка еды и обедов,7,1.0
городской округ Краснодар,Ресторан,7,2.0
городской округ Краснодар,Шиномонтаж,4,3.0
городской округ Краснодар,"Автосервис, автотехцентр",2,4.0
городской округ Краснодар,Гостиница,2,5.0
городской округ Краснодар,Двери,2,6.0
городской округ Краснодар,Магазин автозапчастей и автотоваров,2,7.0
городской округ Краснодар,Напольные покрытия,2,8.0
городской округ Краснодар,Автомобильная парковка,1,9.0
городской округ Красноярск,Гостиница,3,1.0
городской округ Красноярск,Выставочный центр,2,2.0
городской округ Красноярск,Музей,2,3.0
городской округ Красноярск,Реставрационная мастерская,2,4.0
городской округ Красноярск,Ювелирная мастерская,2,5.0
городской округ Красноярск,Авторынок,1,6.0
городской округ Красноярск,Быстрое питание,1,7.0
городской округ Красноярск,Городское благоустройство,1,8.0
городской округ Красноярск,Жанровая скульптура,1,9.0
городской округ Курск,Гостиница,3,1.0
городской округ Курск,Кафе,3,2.0
городской округ Курск,Банк,2,3.0
городской округ Курск,Больница для взрослых,2,4.0
городской округ Курск,"Медцентр, клиника",2,5.0
городской округ Курск,Специализированная больница,2,6.0
городской округ Курск,"Бар, паб",1,7.0
городской округ Курск,Вейп-шоп,1,8.0
городской округ Курск,Детские игрушки и игры,1,9.0
городской округ Нижний Новгород,Кафе,13,1.0
городской округ Нижний Новгород,Ресторан,11,2.0
городской округ Нижний Новгород,Доставка еды и обедов,8,3.0
городской округ Нижний Новгород,Жилой комплекс,7,4.0
городской округ Нижний Новгород,Быстрое питание,5,5.0
городской округ Нижний Новгород,Магазин продуктов,5,6.0
городской округ Нижний Новгород,Аптека,4,7.0
городской округ Нижний Новгород,Ногтевая студия,4,8.0
городской округ Нижний Новгород,Супермаркет,4,9.0
городской округ Новосибирск,Кафе,4,1.0
городской округ Новосибирск,Ресторан,3,2.0
городской округ Новосибирск,Супермаркет,2,3.0
городской округ Новосибирск,Автосвет,1,4.0
городской округ Новосибирск,"Автосервис, автотехцентр",1,5.0
городской округ Новосибирск,Аптека,1,6.0
городской округ Новосибирск,Банкетный зал,1,7.0
городской округ Новосибирск,"Бар, паб",1,8.0
городской округ Новосибирск,Быстрое питание,1,9.0
городской округ Рязань,Кафе,5,1.0
городской округ Рязань,Столовая,4,2.0
городской округ Рязань,Ресторан,3,3.0
городской округ Рязань,Гостиница,2,4.0
городской округ Рязань,Кондитерская,2,5.0
городской округ Рязань,Кофейня,2,6.0
городской округ Рязань,Парикмахерская,2,7.0
городской округ Рязань,Туроператор,2,8.0
городской округ Рязань,"Автосервис, автотехцентр",1,9.0
городской округ Самара,Авиакомпания,12,1.0
городской округ Самара,Кафе,12,2.0
городской округ Самара,Музей,10,3.0
городской округ Самара,Гостиница,7,4.0
городской округ Самара,Строительный магазин,6,5.0
городской округ Самара,Больница для взрослых,5,6.0
городской округ Самара,Строительный гипермаркет,5,7.0
городской округ Самара,Товары для дома,5,8.0
городской округ Самара,Торговый центр,5,9.0
городской округ Тамбов,Ресторан,4,1.0
городской округ Тамбов,Банкетный зал,1,2.0
городской округ Тамбов,"Бар, паб",1,3.0
городской округ Тамбов,Быстрое питание,1,4.0
городской округ Тамбов,Вейп-шоп,1,5.0
городской округ Тамбов,Гостиница,1,6.0
городской округ Тамбов,Кейтеринг,1,7.0
городской округ Тамбов,Концертный зал,1,8.0
городской округ Тамбов,Магазин пива,1,9.0
городской округ Томск,Автоаксессуары,2,1.0
городской округ Томск,Агентство недвижимости,1,2.0
городской округ Томск,Аквариумы,1,3.0
городской округ Томск,Детская площадка,1,4.0
городской округ Томск,Зоомагазин,1,5.0
городской округ Томск,Кофейня,1,6.0
городской округ Томск,Магазин автозапчастей и автотоваров,1,7.0
городской округ Томск,Магазин продуктов,1,8.0
городской округ Томск,Организация и проведение детских праздников,1,9.0
городской округ Ульяновск,Кафе,4,1.0
городской округ Ульяновск,"Автовокзал, автостанция",3,2.0
городской округ Ульяновск,"Бар, паб",3,3.0
городской округ Ульяновск,Гостиница,2,4.0
городской округ Ульяновск,Достопримечательность,2,5.0
городской округ Ульяновск,Магазин продуктов,2,6.0
городской округ Ульяновск,Окна,2,7.0
городской округ Ульяновск,Остекление балконов и лоджий,2,8.0
городской округ Ульяновск,Ресторан,2,9.0
курортный посёлок Домбай,Гостиница,22,1.0
курортный посёлок Домбай,Кафе,22,2.0
курортный посёлок Домбай,Магазин продуктов,17,3.0
курортный посёлок Домбай,Ресторан,13,4.0
курортный посёлок Домбай,Супермаркет,13,5.0
курортный посёлок Домбай,Торговый центр,10,6.0
курортный посёлок Домбай,"Медцентр, клиника",8,7.0
курортный посёлок Домбай,Салон красоты,8,8.0
курортный посёлок Домбай,"Автосервис, автотехцентр",7,9.0
муниципальное образование Киров,Доставка еды и обедов,4,1.0
муниципальное образование Киров,Кафе,4,2.0
муниципальное образование Киров,"Бар, паб",2,3.0
муниципальное образование Киров,Пиццерия,2,4.0
муниципальное образование Киров,Аптека,1,5.0
муниципальное образование Киров,Двери,1,6.0
муниципальное образование Киров,"Детский сад, ясли",1,7.0
муниципальное образование Киров,Косметология,1,8.0
муниципальное образование Киров,Окна,1,9.0
муниципальное образование Краснодар,Кафе,48,1.0
муниципальное образование Краснодар,Ресторан,38,2.0
муниципальное образование Краснодар,Гостиница,23,3.0
муниципальное образование Краснодар,Супермаркет,17,4.0
муниципальное образование Краснодар,"Бар, паб",16,5.0
муниципальное образование Краснодар,Салон красоты,16,6.0
муниципальное образование Краснодар,Магазин продуктов,15,7.0
муниципальное образование Краснодар,Ногтевая студия,15,8.0
муниципальное образование Краснодар,Косметология,11,9.0
муниципальное образование Саратов,Гостиница,6,1.0
муниципальное образование Саратов,"Бар, паб",3,2.0
муниципальное образование Саратов,Ресторан,3,3.0
муниципальное образование Саратов,Быстрое питание,1,4.0
муниципальное образование Саратов,Колледж,1,5.0
муниципальное образование Саратов,Магазин обоев,1,6.0
муниципальное образование Саратов,Магазин одежды,1,7.0
муниципальное образование Саратов,Магазин парфюмерии и косметики,1,8.0
муниципальное образование Саратов,Магазин подарков и сувениров,1,9.0
муниципальное образование город Саратов,Музей,22,1.0
муниципальное образование город Саратов,Достопримечательность,20,2.0
муниципальное образование город Саратов,Супермаркет,5,3.0
муниципальное образование город Саратов,Автобусные билеты,4,4.0
муниципальное образование город Саратов,Автобусный парк,4,5.0
муниципальное образование город Саратов,Быстрое питание,4,6.0
муниципальное образование город Саратов,Железнодорожный вокзал,4,7.0
муниципальное образование город Саратов,Кафе,4,8.0
муниципальное образование город Саратов,Кемпинг,4,9.0
посёлок городского типа Сириус,Кафе,192,1.0
посёлок городского типа Сириус,Ресторан,178,2.0
посёлок городского типа Сириус,Гостиница,160,3.0
посёлок городского типа Сириус,Развлекательный центр,98,4.0
посёлок городского типа Сириус,"Бар, паб",81,5.0
посёлок городского типа Сириус,Парк культуры и отдыха,79,6.0
посёлок городского типа Сириус,Магазин продуктов,77,7.0
посёлок городского типа Сириус,Салон красоты,75,8.0
посёлок городского типа Сириус,Супермаркет,62,9.0
село Алтайское,"Бар, паб",2,1.0
село Алтайское,Студия йоги,2,2.0
село Алтайское,Центр развития ребёнка,2,3.0
село Алтайское,Школа для будущих мам,2,4.0
село Алтайское,Детская больница,1,5.0
село Алтайское,Детские игрушки и игры,1,6.0
село Алтайское,Доставка цветов и букетов,1,7.0
село Алтайское,Достопримечательность,1,8.0
село Алтайское,Кафе,1,9.0
